,Year,Title,Decision,Abstract
242,2018,Goodness-of-fit Testing for Discrete Distributions via Stein Discrepancy,Oral/Poster,"Recent work has combined Stein's method with reroducing kernel Hilbert sace theory to develo nonarametric goodness-of-fit tests for un-normalized robability distributions. However, the currently available tests aly exclusively to distributions with smooth density functions. In this work, we introduce a kernelized Stein discreancy measure for discrete saces, and develo a nonarametric goodness-of-fit test for discrete distributions with intractable normalization constants. Furthermore, we roose a general characterization of Stein oerators that encomasses both discrete and continuous distributions, roviding a recie for constructing new Stein oerators. We aly the roosed goodness-of-fit test to three statistical models involving discrete distributions, and our exeriments show that the roosed test tyically outerforms a two-samle test based on the maximum mean discreancy.
"
243,2018,Unbiased Objective Estimation in Predictive Optimization,Oral/Poster,"For data-driven decision-making, one romising aroach, called redictive otimization, is to solve maximization roblems i n which the objective function to be maximized is estimated from data. Predictive otimization, however, suffers from the roblem of a calculated otimal solution’s being evaluated too otimistically, i.e., the value of the objective function is overestimated. This aer investigates such otimistic bias and resents two methods for correcting it. The first, which is analogous to cross-validation, successfully corrects the otimistic bias but results in underestimation of the true value. Our second method emloys resamling techniques to avoid both overestimation and underestimation. We show that the second method, referred to as the arameter erturbation method, achieves asymtotically unbiased estimation. Emirical results for both artificial and real-world datasets demonstrate that our roosed aroach successfully corrects the otimistic bias.
"
244,2018,Ultra Large-Scale Feature Selection using Count-Sketches,Oral/Poster,"Feature selection is an imortant challenge in machine learning. It lays a crucial role in the exlainability of machine-driven decisions that are raidly ermeating throughout modern society. Unfortunately, the exlosion in the size and dimensionality of real-world datasets oses a severe challenge to standard feature selection algorithms. Today, it is not uncommon for datasets to have billions of dimensions. At such scale, even storing the feature vector is imossible, causing most existing feature selection methods to fail. Workarounds like feature hashing, a standard aroach to large-scale machine learning, hels with the comutational feasibility, but at the cost of losing the interretability of features. In this aer, we resent MISSION, a novel framework for ultra large-scale feature selection that erforms stochastic gradient descent while maintaining an efficient reresentation of the features in memory using a Count-Sketch data structure. MISSION retains the simlicity of feature hashing without sacrificing the interretability of the features while using only O(log^2()) working memory. We demonstrate that MISSION accurately and efficiently erforms feature selection on real-world, large-scale datasets with billions of dimensions.
"
245,2018,"Matrix Norms in Data Streams: Faster, Multi-Pass and Row-Order",Oral/Poster,"A central roblem in mining massive data streams is characterizing which functions of an underlying frequency vector can be aroximated efficiently.  Given the revalence of large scale linear algebra roblems in machine learning, recently there has been considerable effort in extending this data stream roblem to that of estimating functions of a matrix.  This setting generalizes classical roblems to the analogous ones for matrices.  For examle, instead of estimating frequent-item counts,  we now wish to estimate ``frequent-direction'' counts.  A related examle is to estimate norms, which now corresond to estimating a vector norm on the singular values of the matrix.  Desite recent efforts, the current understanding for such matrix roblems is considerably weaker than that for vector roblems.   We study a number of asects of estimating matrix norms in a stream that have not reviously been considered:  (1) multi-ass algorithms, (2) algorithms that see the underlying matrix one row at a time, and (3) time-efficient algorithms.  Our multi-ass and row-order algorithms use less memory  than what is rovably required in the single-ass and entrywise-udate models,  and thus give searations between these models (in terms of memory). Moreover, all of our algorithms are considerably faster than revious ones.  We also rove a number of lower bounds, and obtain for instance,  a near-comlete characterization of the memory required of row-order algorithms for estimating Schatten $$-norms of sarse matrices. We comlement our results with numerical exeriments."
246,2018,Can Deep Reinforcement Learning Solve Erdos-Selfridge-Spencer Games?,Oral/Poster,"Dee reinforcement learning has achieved many recent successes, but our understanding of its strengths and limitations is hamered by the lack of rich environments in which we can fully characterize otimal behavior, and corresondingly diagnose individual actions against such a characterization. Here we consider a family of combinatorial games, arising from work of Erdos, Selfridge, and Sencer, and we roose their use as environments for evaluating and comaring different aroaches to reinforcement learning. These games have a number of aealing features: they are challenging for current learning aroaches, but they form (i) a low-dimensional, simly arametrized environment where (ii) there is a linear closed form solution for otimal behavior from any state, and (iii) the difficulty of the game can be tuned by changing environment arameters in an interretable way. We use these Erdos-Selfridge-Sencer games not only to comare different algorithms, but test for generalization, make comarisons to suervised learning, analyse multiagent lay, and even develo a self lay algorithm.
"
247,2018,The Mirage of Action-Dependent Baselines in Reinforcement Learning,Oral/Poster,"Policy gradient methods are a widely used class of model-free reinforcement learning algorithms where a state-deendent baseline is used to reduce gradient estimator variance. Several recent aers extend the baseline to deend on both the state and action and suggest that this significantly reduces variance and imroves samle efficiency without introducing bias into the gradient estimates. To better understand this develoment, we decomose the variance of the olicy gradient estimator and numerically show that learned state-action-deendent baselines do not in fact reduce variance over a state-deendent baseline in commonly tested benchmark domains. We confirm this unexected result by reviewing the oen-source code accomanying these rior aers, and show that subtle imlementation decisions cause deviations from the methods resented in the aers and exlain the source of the reviously observed emirical gains. Furthermore, the variance decomosition highlights areas for imrovement, which we demonstrate by illustrating a simle change to the tyical value function arameterization that can significantly imrove erformance.
"
248,2018,Composite Marginal Likelihood Methods for Random Utility Models,Oral/Poster,"We roose a novel and flexible rank-breaking-then-comosite-marginal-likelihood (RBCML) framework for learning random utility models (RUMs), which include the Plackett-Luce model. We characterize conditions for the objective function of RBCML to be strictly log-concave by roving that strict log-concavity is reserved under convolution and marginalization. We characterize necessary and sufficient conditions for RBCML to satisfy consistency and asymtotic normality. Exeriments on synthetic data show that RBCML for Gaussian RUMs achieves better statistical efficiency and comutation efficiency than the state-of-the-art algorithm and our RBCML for the Plackett-Luce model rovides flexible tradeoffs between running time and statistical efficiency.
"
249,2018,Ranking Distributions based on Noisy Sorting,Oral/Poster,"We roose a new statistical model for ranking data, i.e., a new family of robability distributions on ermutations. Our model is insired by the idea of a data-generating rocess in the form of a noisy sorting rocedure, in which deterministic comarisons between airs of items are relaced by Bernoulli trials. The robability of roducing a certain ranking as a result then essentially deends on the Bernoulli arameters, which can be interreted as airwise references. We show that our model can be written in closed form if insertion or quick sort are used as sorting algorithms, and roose a maximum likelihood aroach for arameter estimation. We also introduce a generalization of the model, in which the constraints on airwise references are relaxed, and for which maximum likelihood estimation can be carried out based on a variation of the generalized iterative scaling algorithm. Exerimentally, we show that the models erform very well in terms of goodness of fit, comared to existing models for ranking data.
"
250,2018,DICOD: Distributed Convolutional Coordinate Descent for Convolutional Sparse Coding,Oral/Poster,"In this aer, we introduce DICOD, a convolutional sarse coding algorithm which builds shift invariant reresentations for long signals. This algorithm is designed to run in a distributed setting, with local message assing, making it communication efficient. It is based on coordinate descent and uses locally greedy udates which accelerate the resolution comared to greedy coordinate selection. We rove the convergence of this algorithm and highlight its comutational seed-u which is suer-linear in the number of cores used. We also rovide emirical evidence for the acceleration roerties of our algorithm comared to state-of-the-art methods.
"
251,2018,Exploring Hidden Dimensions in Accelerating Convolutional Neural Networks,Oral/Poster,"The ast few years have witnessed growth in the comutational requirements for training dee convolutional neural networks. Current aroaches arallelize training onto multile devices by alying a single arallelization strategy (e.g., data or model arallelism) to all layers in a network. Although easy to reason about, these aroaches result in subotimal runtime erformance in large-scale distributed training, since different layers in a network may refer different arallelization strategies. In this aer, we roose layer-wise arallelism that allows each layer in a network to use an individual arallelization strategy. We jointly otimize how each layer is arallelized by solving a grah search roblem. Our evaluation shows that layer-wise arallelism outerforms state-of-the-art aroaches by increasing training throughut, reducing communication costs, achieving better scalability to multile GPUs, while maintaining original network accuracy.
"
252,2018,Deep Models of Interactions Across Sets,Oral/Poster,"We use dee learning to model interactions across two or more sets of objects, such as user–movie ratings or rotein–drug bindings. The canonical reresentation of such interactions is a matrix (or tensor) with an exchangeability roerty: the encoding’s meaning is not changed by ermuting rows or columns. We argue that models should hence be Permutation Equivariant (PE): constrained to make the same redictions across such ermutations. We resent a arameter-sharing scheme and rove that it is maximally exressive under the PE constraint. This scheme yields three benefits. First, we demonstrate erformance cometitive with the state of the art on multile matrix comletion benchmarks. Second, our models require a number of arameters indeendent of the numbers of objects and thus scale well to large datasets. Third, models can be queried about new objects that were not available at training time, but for which interactions have since been observed. We observed surrisingly good generalization erformance on this matrix extraolation task, both within domains (e.g., new users and new movies drawn from the same distribution used for training) and even across domains (e.g., redicting music ratings after training on movie ratings).
"
253,2018,ContextNet: Deep learning for Star Galaxy Classification,Oral/Poster,"We resent a framework to comose artificial neural networks in cases where the data cannot be treated as indeendent events. Our articular motivation is star galaxy classification for ground based otical surveys. Due to a turbulent atmoshere and imerfect instruments, a single image of an astronomical object is not enough to definitively classify it as a star or galaxy. Instead the context of the surrounding objects imaged at the same time need to be considered in order to make an otimal classification. The model we resent is divided into three distinct ANNs: one designed to cature local features about each object, the second to comare these features across all objects in an image, and the third to make a final rediction for each object based on the local and comared features. By exloiting the ability to relicate the weights of an ANN, the model can handle an arbitrary and variable number of individual objects embedded in a larger exosure. We train and test our model on simulations of a large u and coming ground based survey, the Large Synotic Survey Telescoe (LSST). We comare to the state of the art aroach, showing imroved overall erformance as well as better erformance for a secific class of objects that is imortant for the LSST.
"
254,2018,First Order Generative Adversarial Networks,Oral/Poster,"GANs excel at learning high dimensional distributions, but they can udate generator arameters in directions that do not corresond to the steeest descent direction of the objective. Prominent examles of roblematic udate directions include those used in both Goodfellow's original GAN and the WGAN-GP. To formally describe an otimal udate direction, we introduce a theoretical framework which allows the derivation of requirements on both the divergence and corresonding method for determining an udate direction, with these requirements guaranteeing unbiased mini-batch udates in the direction of steeest descent. We roose a novel divergence which aroximates the Wasserstein distance while regularizing the critic's first order information. Together with an accomanying udate direction, this divergence fulfills the requirements for unbiased steeest descent udates. We verify our method, the First Order GAN, with image generation on CelebA, LSUN and CIFAR-10 and set a new state of the art on the One Billion Word language generation task.
"
255,2018,Max-Mahalanobis Linear Discriminant Analysis Networks,Oral/Poster,"A dee neural network (DNN) consists of a nonlinear transformation from an inut to a feature reresentation, followed by a common softmax linear classifier. Though many efforts have been devoted to designing a roer architecture for nonlinear transformation, little investigation has been done on the classifier art. In this aer, we show that a roerly designed classifier can imrove robustness to adversarial attacks and lead to better rediction results. Secifically, we define a Max-Mahalanobis distribution (MMD) and theoretically show that if the inut distributes as a MMD, the linear discriminant analysis (LDA) classifier will have the best robustness to adversarial examles. We further roose a novel Max-Mahalanobis linear discriminant analysis (MM-LDA) network, which exlicitly mas a comlicated data distribution in the inut sace to a MMD in the latent feature sace and then alies LDA to make redictions. Our results demonstrate that the MM-LDA networks are significantly more robust to adversarial attacks, and have better erformance in class-biased classification.
"
256,2018,Learning Maximum-A-Posteriori Perturbation Models for Structured Prediction in Polynomial Time,Oral/Poster,"MAP erturbation models have emerged as a owerful framework for inference in structured rediction. Such models rovide a way to efficiently samle from the Gibbs distribution and facilitate redictions that are robust to random noise. In this aer, we roose a rovably olynomial time randomized algorithm for learning the arameters of erturbed MAP redictors. Our aroach is based on minimizing a novel Rademacher-based generalization bound on the exected loss of a erturbed MAP redictor, which can be comuted in olynomial time. We obtain conditions under which our randomized learning algorithm can guarantee generalization to unseen examles.
"
257,2018,Structured Output Learning with Abstention: Application to Accurate Opinion Prediction,Oral/Poster,"Motivated by Suervised Oinion Analysis, we roose a novel framework devoted to Structured Outut Learning with Abstention (SOLA). The structure rediction model is able to abstain from redicting some labels in the structured outut at a cost chosen by the user in a flexible way. For that urose, we decomose the roblem into the learning of a air of redictors, one devoted to structured abstention and the other, to structured outut rediction. To comare fully labeled training data with redictions otentially containing abstentions, we define a wide class of asymmetric abstention-aware losses. Learning is achieved by surrogate regression in an aroriate feature sace while rediction with abstention is erformed by solving a new re-image roblem. Thus, SOLA extends recent ideas about Structured Outut Prediction via surrogate roblems and calibration theory and enjoys statistical guarantees on the resulting excess risk. Instantiated on a hierarchical abstention-aware loss, SOLA is shown to be relevant for fine-grained oinion mining and gives state-of-the-art results on this task. Moreover, the abstention-aware reresentations can be used to cometitively redict user-review ratings  based on a sentence-level oinion redictor.
"
258,2018,SBEED: Convergent Reinforcement Learning with Nonlinear Function Approximation,Oral/Poster,"When function aroximation is used, solving the Bellman otimality equation with stability guarantees has remained a major oen roblem in reinforcement learning for decades.  The fundamental difficulty is that the Bellman oerator may become an exansion in general, resulting in oscillating and even divergent behavior of oular algorithms like Q-learning.  In this aer, we revisit the Bellman equation, and reformulate it into a novel rimal-dual otimization roblem using Nesterov's smoothing technique and the Legendre-Fenchel transformation.  We then develo a new algorithm, called Smoothed Bellman Error Embedding, to solve this otimization roblem where any differentiable function class may be used.  We rovide what we believe to be the first convergence guarantee for general nonlinear function aroximation, and analyze the algorithm's samle comlexity. Emirically, our algorithm comares favorably to state-of-the-art baselines in several benchmark control roblems.
"
259,2018,Smoothed Action Value Functions for Learning Gaussian Policies,Oral/Poster,"State-action value functions (i.e., Q-values) are ubiquitous in reinforcement learning (RL), giving rise to oular algorithms such as SARSA and Q-learning. We roose a new notion of action value defined by a Gaussian smoothed version of the exected Q-value. We show that such smoothed Q-values still satisfy a Bellman equation, making them learnable from exerience samled from an environment. Moreover, the gradients of exected reward with resect to the mean and covariance of a arameterized Gaussian olicy can be recovered from the gradient and Hessian of the smoothed Q-value function. Based on these relationshis we develo new algorithms for training a Gaussian olicy directly from a learned smoothed Q-value aroximator. The aroach is additionally amenable to roximal otimization by augmenting the objective with a enalty on KL-divergence from a revious olicy. We find that the ability to learn both a mean and covariance during training leads to significantly imroved results on standard continuous control benchmarks.
"
260,2018,Towards End-to-End Prosody Transfer for Expressive Speech Synthesis with Tacotron,Oral/Poster,"We resent an extension to the Tacotron seech synthesis architecture that learns a latent embedding sace of rosody, derived from a reference acoustic reresentation containing the desired rosody. We show that conditioning Tacotron on this learned embedding sace results in synthesized audio that matches the rosody of the reference signal with fine time detail even when the reference and synthesis seakers are different.  Additionally, we show that a reference rosody embedding can be used to synthesize text that is different from that of the reference utterance. We define several quantitative and subjective metrics for evaluating rosody transfer, and reort results with accomanying audio samles from single-seaker and 44-seaker Tacotron models on a rosody transfer task.
"
261,2018,"Style Tokens: Unsupervised Style Modeling, Control and Transfer in End-to-End Speech Synthesis",Oral/Poster,"In this work, we roose codeglobal style tokens'' (GSTs), a bank of embeddings that are jointly trained within Tacotron, a state-of-the-art end-to-end seech synthesis system. The embeddings are trained with no exlicit labels, yet learn to model a large range of acoustic exressiveness. GSTs lead to a rich set of significant results. The soft interretablecodelabels'' they generate can be used to control synthesis in novel ways, such as varying seed and seaking style -- indeendently of the text content. They can also be used for style transfer, relicating the seaking style of a single audio cli across an entire long-form text corus. When trained on noisy, unlabeled found data, GSTs learn to factorize noise and seaker identity, roviding a ath towards highly scalable but robust seech synthesis.
"
262,2018,AutoPrognosis: Automated Clinical Prognostic Modeling via Bayesian Optimization with Structured Kernel Learning,Oral/Poster,"Clinical rognostic models derived from largescale healthcare data can inform critical diagnostic and theraeutic decisions. To enable off-theshelf usage of machine learning (ML) in rognostic research, we develoed AUTOPROGNOSIS: a system for automating the design of redictive modeling ielines tailored for clinical rognosis. AUTOPROGNOSIS otimizes ensembles of ieline configurations efficiently using a novel batched Bayesian otimization (BO) algorithm that learns a low-dimensional decomosition of the ielines’ high-dimensional hyerarameter sace in concurrence with the BO rocedure. This is achieved by modeling the ielines’ erformances as a black-box function with a Gaussian rocess rior, and modeling the “similarities” between the ielines’ baseline algorithms via a sarse additive kernel with a Dirichlet rior. Meta-learning is used to warmstart BO with external data from “similar” atient cohorts by calibrating the riors using an algorithm that mimics the emirical Bayes method. The system automatically exlains its redictions by resenting the clinicians with logical association rules that link atients’ features to redicted risk strata. We demonstrate the utility of AUTOPROGNOSIS using 10 major atient cohorts reresenting various asects of cardiovascular atient care.
"
263,2018,TAPAS: Tricks to Accelerate (encrypted) Prediction As a Service,Oral/Poster,"Machine learning methods are widely used for a variety of rediction roblems. Prediction as a service is a aradigm in which service roviders with technological exertise and comutational resources may erform redictions for clients. However, data rivacy severely restricts the alicability of such services, unless measures to kee client data rivate (even from the service rovider) are designed. Equally imortant is to minimize the nature of comutation and amount of communication required between client and server. Fully homomorhic encrytion offers a way out, whereby clients may encryt their data, and on which the server may erform arithmetic comutations. The one drawback of using fully homomorhic encrytion is the amount of time required to evaluate large machine learning models on encryted data. We combine several ideas from the machine learning literature, articularly work on quantization and sarsification of neural networks, together with algorithmic tools to seed-u and arallelize comutation using encryted data.
"
264,2018,End-to-End Learning for the Deep Multivariate Probit Model,Oral/Poster,"The multivariate robit model (MVP) is a oular classic model for studying binary resonses of multile entities.  Nevertheless, the comutational challenge of learning the MVP model, given that its likelihood involves integrating over a multidimensional constrained sace of latent variables, significantly limits its alication in ractice. We roose a flexible dee generalization of the classic MVP, the Dee Multivariate Probit Model (DMVP), which is an end-to-end learning scheme that uses an efficient arallel samling rocess of the multivariate robit model to exloit  GPU-boosted dee neural networks. We resent both theoretical and emirical analysis of the convergence behavior of DMVP's samling rocess with resect to the resolution of the correlation structure. We rovide convergence guarantees for DMVP and our emirical analysis demonstrates the advantages of DMVP's samling comared with standard MCMC-based methods. We also show that when alied to multi-entity modelling roblems, which are natural DMVP alications, DMVP trains faster than classical MVP , by at least an order of magnitude, catures rich correlations among entities, and further imroves the joint likelihood of entities comared with several cometitive models.
"
265,2018,Differentiable Dynamic Programming for Structured Prediction and Attention,Oral/Poster,"Dynamic rogramming (DP) solves a variety of structured combinatorial roblems by iteratively breaking them down into smaller subroblems. In site of their versatility, many DP algorithms are non-differentiable, which hamers their use as a layer in neural networks trained by backroagation. To address this issue, we roose to smooth the max oerator in the dynamic rogramming recursion, using a strongly convex regularizer. This allows to relax both the otimal value and solution of the original combinatorial roblem, and turns a broad class of DP algorithms into differentiable oerators. Theoretically, we rovide a new robabilistic ersective on backroagating through these DP oerators, and relate them to inference in grahical models. We derive two articular instantiations of our framework, a smoothed Viterbi algorithm for sequence rediction and a smoothed DTW algorithm for time-series alignment. We showcase these instantiations on structured rediction (audio-to-score alignment, NER) and on structured and sarse attention for translation.
"
266,2018,Optimal Distributed Learning with Multi-pass Stochastic Gradient Methods,Oral/Poster,"We study generalization roerties of distributed algorithms in the setting of nonarametric regression over a reroducing kernel Hilbert sace (RKHS). We investigate distributed stochastic gradient methods (SGM), with mini-batches and multi-asses over the data. We show that otimal generalization error bounds can be retained for distributed SGM  rovided that the artition level is not too large.  Our results are suerior to the state-of-the-art theory, covering the cases that the regression function may not be in the hyothesis saces. Particularly, our results show that distributed SGM has a smaller theoretical comutational comlexity, comared with distributed kernel ridge regression (KRR) and classic SGM.
"
267,2018,Byzantine-Robust Distributed Learning: Towards Optimal Statistical Rates,Oral/Poster,"In this aer, we develo distributed otimization algorithms that are rovably robust against Byzantine failures---arbitrary and otentially adversarial behavior, in distributed comuting systems, with a focus on achieving otimal statistical erformance. A main result of this work is a shar analysis of two robust distributed gradient descent algorithms based on median and trimmed mean oerations, resectively. We rove statistical error rates for all of strongly convex, non-strongly convex, and smooth non-convex oulation loss functions. In articular, these algorithms are shown to achieve order-otimal statistical error rates for strongly convex losses. To achieve better communication efficiency, we further roose a median-based distributed algorithm that is rovably robust, and uses only one communication round. For strongly convex quadratic loss, we show that this algorithm achieves the same otimal error rate as the robust distributed gradient descent algorithms.
"
268,2018,SQL-Rank: A Listwise Approach to Collaborative Ranking,Oral/Poster,"In this aer, we roose a listwise aroach for constructing user-secific rankings in recommendation systems in a collaborative fashion. We contrast the listwise aroach to revious ointwise and airwise aroaches, which are based on treating either each rating or each airwise comarison as an indeendent instance resectively. By extending the work of ListNet (Cao et al., 2007), we cast listwise collaborative ranking as maximum likelihood under a ermutation model which alies robability mass to ermutations based on a low rank latent score matrix. We resent a novel algorithm called SQL-Rank, which can accommodate ties and missing data and can run in linear time. We develo a theoretical framework for analyzing listwise ranking methods based on a novel reresentation theory for the ermutation model. Alying this framework to collaborative ranking, we derive asymtotic statistical rates as the number of users and items grow together. We conclude by demonstrating that our SQL-Rank method often outerforms current state-of-the-art algorithms for imlicit feedback such as Weighted-MF and BPR and achieve favorable results when comared to exlicit feedback algorithms such as matrix factorization and collaborative ranking.
"
269,2018,Extreme Learning to Rank via Low Rank Assumption,Oral/Poster,"We consider the setting where we wish to erform ranking for hundreds of thousands of users which is common in recommender systems and web search ranking. Learning a single ranking function is unlikely to cature the variability across all users while learning a ranking function for each erson is time-consuming and requires large amounts of data from each user. To address this situation, we roose a Factorization RankSVM algorithm which learns a series of k basic ranking functions and then constructs for each user a local ranking function that is a combination of them. We develo a fast algorithm to reduce the time comlexity of gradient descent solver by exloiting the low-rank structure, and the resulting algorithm is much faster than existing methods. Furthermore, we rove that the generalization error of the roosed method can be significantly better than training individual RankSVMs. Finally, we resent some interesting atterns in the rincial ranking functions learned by our algorithms.
"
270,2018,Adversarial Attack on Graph Structured Data,Oral/Poster,"Dee learning on grah structures has shown exciting results in various alications. However, few attentions have been aid to the robustness of such models, in contrast to numerous research work for image or text adversarial attack and defense. In this aer, we focus on the adversarial attacks that fool dee learning models by modifying the combinatorial structure of data. We first roose a reinforcement learning based attack method that learns the generalizable attack olicy, while only requiring rediction labels from the target classifier. We further roose attack methods based on genetic algorithms and gradient descent in the scenario where additional rediction confidence or gradients are available.  We use both synthetic and real-world data to show that, a family of Grah Neural Network models are vulnerable to these attacks, in both grah-level and node-level classification tasks. We also show such attacks can be used to diagnose the learned classifiers.
"
271,2018,Reinforcing Adversarial Robustness using Model Confidence Induced by Adversarial Training,Oral/Poster,"In this aer we study leveraging \emh{confidence information} induced by adversarial training to reinforce adversarial robustness of a given adversarially trained model. A natural measure of confidence is $\|F(\bfx)\|_\infty$ (i.e. how confident $F$ is about its rediction?). We start by analyzing an adversarial training formulation roosed by Madry et al.. We demonstrate that, under a variety of instantiations, an only somewhat good solution to their objective induces confidence to be a discriminator, which can distinguish between right and wrong model redictions in a neighborhood of a oint samled from the underlying distribution. Based on this, we roose Highly Confident Near Neighbor ($\HCNN$), a framework that combines confidence information and nearest neighbor search, to reinforce adversarial robustness of a base model. We give algorithms in this framework and erform a detailed emirical study. We reort encouraging exerimental results that suort our analysis, and also discuss roblems we observed with existing adversarial training."
272,2018,Closed-form Marginal Likelihood in Gamma-Poisson Matrix Factorization,Oral/Poster,"We resent novel understandings of the Gamma-Poisson (GaP) model, a robabilistic matrix factorization model for count data. We show that GaP can be rewritten free of the scoreactivation matrix. This gives us new insights about the estimation of the toicdictionary matrix by maximum marginal likelihood estimation. In articular, this exlains the robustness of this estimator to over-secified values of the factorization rank, esecially its ability to automatically rune irrelevant dictionary columns, as emirically observed in revious work. The marginalization of the activation matrix leads in turn to a new Monte Carlo Exectation-Maximization algorithm with favorable roerties.
"
273,2018,Learning Binary Latent Variable Models: A Tensor Eigenpair Approach,Oral/Poster,"Latent variable models with hidden binary units aear in various alications. Learning such models, in articular in the resence of noise, is a challenging comutational roblem. In this aer we roose a novel sectral aroach to this roblem, based on the eigenvectors of both the second order moment matrix and third order moment tensor of the observed data. We rove that under mild non-degeneracy conditions, our method consistently estimates the model arameters at the otimal arametric rate. Our tensor-based method generalizes revious orthogonal tensor decomosition aroaches, where the hidden units were assumed to be either statistically indeendent or mutually exclusive. We illustrate the consistency of our method on simulated data and demonstrate its usefulness in learning a common model for oulation mixtures in genetics.
"
274,2018,Thompson Sampling for Combinatorial Semi-Bandits,Oral/Poster,"We study the alication of the Thomson samling (TS) methodology to the stochastic combinatorial multi-armed bandit (CMAB) framework. We analyze the standard TS algorithm for the general CMAB, and obtain the first distribution-deendent regret bound of $O(m\log T  \Delta_{\min}) $ for TS under general CMAB, where $m$ is the number of arms, $T$ is the time horizon, and $\Delta_{\min}$ is the minimum ga between the exected reward of the otimal solution and any non-otimal solution. We also show that one cannot use an aroximate oracle in TS algorithm for even MAB roblems. Then we exand the analysis to matroid bandit, a secial case of CMAB and for which we could remove the indeendence assumtion across arms and achieve a better regret bound. Finally, we use some exeriments to show the comarison of regrets of CUCB and CTS algorithms."
275,2018,Let’s be Honest: An Optimal No-Regret Framework for Zero-Sum Games,Oral/Poster,"We revisit the roblem of solving two-layer zero-sum games in the decentralized setting. We roose a simle algorithmic framework that simultaneously achieves the best rates for honest regret as well as adversarial regret, and in addition resolves the oen roblem of removing the logarithmic terms in convergence to the value of the game. We achieve this goal in three stes. First, we rovide a novel analysis of the otimistic mirror descent (OMD), showing that it can be modified to guarantee fast convergence for both honest regret and value of the game, when the layers are laying collaboratively. Second, we roose a new algorithm, dubbed as robust otimistic mirror descent (ROMD), which attains otimal adversarial regret without knowing the time horizon beforehand. Finally, we roose a simle signaling scheme, which enables us to bridge OMD and ROMD to achieve the best of both worlds. Numerical examles are resented to suort our theoretical claims and show that our non-adative ROMD algorithm can be cometitive to OMD with adative ste-size selection.
"
276,2018,Deep Asymmetric Multi-task Feature Learning,Oral/Poster,"We roose Dee Asymmetric Multitask Feature Learning (Dee-AMTFL) which can learn dee reresentations shared across multile tasks while effectively reventing negative transfer that may haen in the feature sharing rocess. Secifically, we introduce an asymmetric autoencoder term that allows reliable redictors for the easy tasks to have high contribution to the feature learning while suressing the influences of unreliable redictors for more difficult tasks. This allows the learning of less noisy reresentations, and enables unreliable redictors to exloit knowledge from the reliable redictors via the shared latent features. Such asymmetric knowledge transfer through shared features is also more scalable and efficient than inter-task asymmetric transfer. We validate our Dee-AMTFL model on multile benchmark datasets for multitask learning and image classification, on which it significantly outerforms existing symmetric and asymmetric multitask learning models, by effectively reventing negative transfer in dee feature learning.
"
277,2018,Learn from Your Neighbor: Learning Multi-modal Mappings from Sparse Annotations,Oral/Poster,"Many structured rediction roblems (articularly in vision and language domains) are ambiguous, with multile oututs being ‘correct’ for an inut – e.g. there are many ways of describing an image, multile ways of translating a sentence; however, exhaustively annotating the alicability of all ossible oututs is intractable due to exonentially large outut saces (e.g. all English sentences). In ractice, these roblems are cast as multi-class rediction, with the likelihood of only a sarse set of annotations being maximized – unfortunately enalizing for lacing beliefs on lausible but unannotated oututs. We make and test the following hyothesis – for a given inut, the annotations of its neighbors may serve as an additional suervisory signal. Secifically, we roose an objective that transfers suervision from neighboring examles. We first study the roerties of our develoed method in a controlled toy setu before reorting results on multi-label classification and two image-grounded sequence modeling tasks – cationing and question generation. We evaluate using standard task-secific metrics and measures of outut diversity, finding consistent imrovements over standard maximum likelihood training and other baselines.
"
278,2018,Stein Variational Message Passing for Continuous Graphical Models,Oral/Poster,"We roose a novel distributed inference algorithm for continuous grahical models,  by extending Stein variational gradient descent (SVGD) to leverage the Markov deendency structure of the distribution of interest. Our aroach combines SVGD with a set of structured local kernel functions defined on the Markov blanket of each node, which alleviates the curse of high dimensionality and simultaneously yields a distributed algorithm for decentralized inference tasks. We justify our method with theoretical analysis and show that the use of local kernels can be viewed as a new tye of localized aroximation that matches the target distribution on the conditional distributions of each node over its Markov blanket. Our emirical results show that our method outerforms a variety of baselines including standard MCMC and article message assing methods.
"
279,2018,Discrete-Continuous Mixtures in Probabilistic Programming: Generalized Semantics and Inference Algorithms,Oral/Poster,"Desite the recent successes of robabilistic rogramming languages (PPLs) in AI alications, PPLs offer only limited suort for random variables whose distributions combine discrete and continuous elements. We develo the notion of measure-theoretic Bayesian networks (MTBNs) and use it to rovide more general semantics for PPLs with arbitrarily many random variables defined over arbitrary measure saces. We develo two new general samling algorithms that are rovably correct under the MTBN framework: the lexicograhic likelihood weighting (LLW) for general MTBNs and the lexicograhic article filter (LPF), a secialized algorithm for state-sace models. We further integrate MTBNs into a widely used PPL system, BLOG, and verify the effectiveness of the new inference algorithms through reresentative examles.
"
